H|vendor_id|ch_num|filing/id|filing/uid|filing/date|filing/title|filing/description|filing/url|filing/filing_type|filing/opencorporates_url|filing/filing_code|dummy_data
D|75202|04443068|293412882|MzEzMzkwNzU1M2FkaXF6a2N4|2015-11-04|Annual Accounts|Total exemption small company accounts made up to 2015-06-30||Annual Accounts|https://opencorporates.com/statements/293412882|AA|x
D|75202|04443068|293412883|MzEyMzYyNTg0NGFkaXF6a2N4|2015-05-22|Appointment of director|Appointment of Darren Anthony Browne as a director on 2015-05-07||Appointment of director|https://opencorporates.com/statements/293412883|AP01|x
D|75202|04443068|293412884|MzEyMzUyMTU4NWFkaXF6a2N4|2015-05-20|Annual Return|Annual return made up to 2015-05-20 with full list of shareholders||Annual Return|https://opencorporates.com/statements/293412884|AR01|x
D|75202|04443068|293412886|MzExNDY4Njc1MWFkaXF6a2N4|2015-01-11|Annual Accounts|Total exemption small company accounts made up to 2014-06-30||Annual Accounts|https://opencorporates.com/statements/293412886|AA|x
D|75202|04443068|293412887|MzEwNTgwOTI3NmFkaXF6a2N4|2014-08-12|Filing dated 2014-08-12|Registration of charge 044430680007, created on 2014-08-05|||https://opencorporates.com/statements/293412887|MR01|x
D|75202|04443068|293412888|MzEwMTMxODEwNGFkaXF6a2N4|2014-06-04|Annual Return|Annual return made up to 2014-05-20 with full list of shareholders||Annual Return|https://opencorporates.com/statements/293412888|AR01|x
D|75202|04443068|293412889|MzA5MDM5NTk1N2FkaXF6a2N4|2013-12-10|Annual Accounts|Total exemption small company accounts made up to 2013-06-30||Annual Accounts|https://opencorporates.com/statements/293412889|AA|x
D|75202|04443068|293412891|MzA3ODU4OTIwNmFkaXF6a2N4|2013-05-24|Annual Return|Annual return made up to 2013-05-20 with full list of shareholders||Annual Return|https://opencorporates.com/statements/293412891|AR01|x
D|75202|04443068|293412892|MzA3MjEzMDI2NmFkaXF6a2N4|2013-02-01|Annual Accounts|||Annual Accounts|https://opencorporates.com/statements/293412892|AA|x
D|75202|04443068|293412895|MzA1ODkzODEyNGFkaXF6a2N4|2012-06-11|Change of director's details|Director's details changed for Timothy Michael Browne on 2012-05-20||Change of director's details|https://opencorporates.com/statements/293412895|CH01|x
D|75202|04443068|293412896|MzA1ODkzODEyMmFkaXF6a2N4|2012-06-11|Change of director's details|Director's details changed for Julie Diane Browne on 2012-05-20||Change of director's details|https://opencorporates.com/statements/293412896|CH01|x
D|75202|04443068|293412897|MzA1ODkzODEyMGFkaXF6a2N4|2012-06-11|Change of secretary's details|Secretary's details changed for Julie Diane Browne on 2012-05-20||Change of secretary's details|https://opencorporates.com/statements/293412897|CH03|x
D|75202|04443068|293412894|MzA1ODkzODIwNGFkaXF6a2N4|2012-06-11|Annual Return|Annual return made up to 2012-05-20 with full list of shareholders||Annual Return|https://opencorporates.com/statements/293412894|AR01|x
D|75202|04443068|293412898|MzA1ODM5MTI0NWFkaXF6a2N4|2012-05-30|Return of allotment of shares|Statement of capital following an allotment of shares on 2011-10-26||Return of allotment of shares|https://opencorporates.com/statements/293412898|SH01|x
D|75202|04443068|293412899|MzA1MDE2OTY1OGFkaXF6a2N4|2012-01-05|Annual Accounts|Total exemption small company accounts made up to 2011-06-30||Annual Accounts|https://opencorporates.com/statements/293412899|AA|x
D|75202|04443068|293412900|MzA0NzI1MzMxNGFkaXF6a2N4|2011-11-16|Return of allotment of shares|Statement of capital following an allotment of shares on 2011-10-26||Return of allotment of shares|https://opencorporates.com/statements/293412900|SH01|x
D|75202|04443068|293412901|MzA0NzI1MzE0NmFkaXF6a2N4|2011-11-16|Filing dated 2011-11-16|Resolutions|||https://opencorporates.com/statements/293412901|RESOLUTIONS|x
D|75202|04443068|293412902|MzAzODE2OTg4NmFkaXF6a2N4|2011-06-02|Annual Return|Annual return made up to 2011-05-20 with full list of shareholders||Annual Return|https://opencorporates.com/statements/293412902|AR01|x
D|75202|04443068|293412904|MzAzMTY2NTg0NWFkaXF6a2N4|2011-02-03|Particulars of a mortgage or charge|Particulars of a mortgage or charge / charge no: 6||Particulars of a mortgage or charge|https://opencorporates.com/statements/293412904|MG01|x
D|75202|04443068|293412905|MzAyNjYwNTE4M2FkaXF6a2N4|2010-11-08|Annual Accounts|Total exemption small company accounts made up to 2010-06-30||Annual Accounts|https://opencorporates.com/statements/293412905|AA|x
D|75202|04443068|293412906|MzAxNjU0NTEzN2FkaXF6a2N4|2010-06-01|Annual Return|Annual return made up to 2010-05-20 with full list of shareholders||Annual Return|https://opencorporates.com/statements/293412906|AR01|x
D|75202|04443068|293412907|MzAxNjU0Mzg2MmFkaXF6a2N4|2010-05-28|Change of director's details|Director's details changed for Timothy Michael Browne on 2009-10-01||Change of director's details|https://opencorporates.com/statements/293412907|CH01|x
D|75202|04443068|293412909|MzAxNjU0Mzg2MWFkaXF6a2N4|2010-05-28|Change of director's details|Director's details changed for Julie Diane Browne on 2009-10-01||Change of director's details|https://opencorporates.com/statements/293412909|CH01|x
D|75202|04443068|293412910|MjAzOTc3MzU3MGFkaXF6a2N4|2009-08-24|Annual Accounts|Total exemption small company accounts made up to 2009-06-30||Annual Accounts|https://opencorporates.com/statements/293412910|AA|x
D|75202|04443068|293412911|MjAzNDg5NTk5NWFkaXF6a2N4|2009-06-11|Filing dated 2009-06-11|Return made up to 20/05/09; full list of members|||https://opencorporates.com/statements/293412911|363a|x
D|75202|04443068|293412912|MjAyNzc3NDEyMGFkaXF6a2N4|2009-03-10|Annual Accounts|Total exemption small company accounts made up to 2008-06-30||Annual Accounts|https://opencorporates.com/statements/293412912|AA|x
D|75202|04443068|293412913|MjAwNzQ0MDk3OGFkaXF6a2N4|2008-06-18|Filing dated 2008-06-18|Return made up to 20/05/08; full list of members|||https://opencorporates.com/statements/293412913|363a|x
D|75202|04443068|293412914|MjAwMzY3NzYwMWFkaXF6a2N4|2008-04-19|Filing dated 2008-04-19|Declaration of satisfaction in full or in part of a mortgage or charge /full /charge no 3|||https://opencorporates.com/statements/293412914|403a|x
D|75202|04443068|293412915|MjAwMjEyMTQwMmFkaXF6a2N4|2008-03-12|Particulars of a mortgage or charge|Particulars of a mortgage or charge / charge no: 5||Particulars of a mortgage or charge|https://opencorporates.com/statements/293412915|395|x
D|75202|04443068|293412916|MjAwMDUwNDg2M2FkaXF6a2N4|2008-02-29|Filing dated 2008-02-29|Declaration of satisfaction in full or in part of a mortgage or charge /full /charge no 2|||https://opencorporates.com/statements/293412916|403a|x
D|1084818|08387452|311588272|MzE0MDI5MTk1N2FkaXF6a2N4|2016-01-22|Annual Return|Annual return made up to 2016-01-22 with full list of shareholders||Annual Return|https://opencorporates.com/statements/311588272|AR01|x
D|1084818|08387452|292699386|MzEzNDM5MjgzOWFkaXF6a2N4|2015-11-10|Annual Accounts|Total exemption small company accounts made up to 2015-01-31||Annual Accounts|https://opencorporates.com/statements/292699386|AA|x
D|1084818|08387452|292699389|QTRJNjBRQkZhZGlxemtjeA|2015-10-29|Filing dated 2015-10-29|Resolutions|||https://opencorporates.com/statements/292699389|RESOLUTIONS|x
D|1084818|08387452|292699387|MzEzNDA5NDg4OGFkaXF6a2N4|2015-10-29|Notice of name or other designation of class of shares|Change of share class name or designation||Notice of name or other designation of class of shares|https://opencorporates.com/statements/292699387|SH08|x
D|1084818|08387452|292699399|MzEzMzAzNTIyNmFkaXF6a2N4|2015-10-14|Appointment of director|Appointment of Mrs Hayleigh Collins as a director on 2015-10-01||Appointment of director|https://opencorporates.com/statements/292699399|AP01|x
D|1084818|08387452|292699398|MzEzMzAzNTQzMGFkaXF6a2N4|2015-10-14|Appointment of director|Appointment of Mr Gary Collins as a director on 2015-10-01||Appointment of director|https://opencorporates.com/statements/292699398|AP01|x
D|1084818|08387452|292699400|MzEzMzAzNTA5M2FkaXF6a2N4|2015-10-14|Appointment of director|Appointment of Miss Jemma Bishop as a director on 2015-10-01||Appointment of director|https://opencorporates.com/statements/292699400|AP01|x
D|1084818|08387452|292699397|MzEzMzAzNTUxOWFkaXF6a2N4|2015-10-14|Appointment of director|Appointment of Mr Jon Bocking as a director on 2015-10-01||Appointment of director|https://opencorporates.com/statements/292699397|AP01|x
D|1084818|08387452|292699394|MzEzMzAzNTUzMGFkaXF6a2N4|2015-10-14|Termination of appointment of director |Termination of appointment of Alison Bishop as a director on 2015-10-01||Termination of appointment of director |https://opencorporates.com/statements/292699394|TM01|x
D|1084818|08387452|292699393|MzEzMzAzNjQ3OGFkaXF6a2N4|2015-10-14|Termination of appointment of director |Termination of appointment of Glen Paul Bishop as a director on 2015-10-10||Termination of appointment of director |https://opencorporates.com/statements/292699393|TM01|x
D|1084818|08387452|292699391|MzEzMzAzNjk3M2FkaXF6a2N4|2015-10-14|Return of allotment of shares|Statement of capital following an allotment of shares on 2015-09-28||Return of allotment of shares|https://opencorporates.com/statements/292699391|SH01|x
D|1084818|08387452|292699401|MzEzMjY4NTAzOWFkaXF6a2N4|2015-10-08|Change of registered office address|Registered office address changed from 23 London Road Downham Market Norfolk PE38 9BJ to 30 Old Market Wisbech Cambridgeshire PE13 1NB on 2015-10-08||Change of registered office address|https://opencorporates.com/statements/292699401|AD01|x
D|1084818|08387452|292699402|MzExNjY2MDYxNmFkaXF6a2N4|2015-02-04|Annual Return|Annual return made up to 2015-02-04 with full list of shareholders||Annual Return|https://opencorporates.com/statements/292699402|AR01|x
D|1084818|08387452|292699403|MzExMDQ5NTUyNWFkaXF6a2N4|2014-10-31|Annual Accounts|Total exemption small company accounts made up to 2014-01-31||Annual Accounts|https://opencorporates.com/statements/292699403|AA|x
D|1084818|08387452|292699404|MzA5NzIwMjU0N2FkaXF6a2N4|2014-03-28|Change of accounting reference date|Previous accounting period shortened from 2014-02-28 to 2014-01-31||Change of accounting reference date|https://opencorporates.com/statements/292699404|AA01|x
D|1084818|08387452|292699405|MzA5NDc5NzA5MmFkaXF6a2N4|2014-02-19|Annual Return|Annual return made up to 2014-02-04 with full list of shareholders||Annual Return|https://opencorporates.com/statements/292699405|AR01|x
D|1084818|08387452|292699407|MzA3MzQ1NzcyN2FkaXF6a2N4|2013-02-25|Change of director's details|Director's details changed for Alison Bishop on 2013-02-04||Change of director's details|https://opencorporates.com/statements/292699407|CH01|x
D|1084818|08387452|292699408|MzA3MjIxMTM0MGFkaXF6a2N4|2013-02-04|Filing dated 2013-02-04|Incorporation|||https://opencorporates.com/statements/292699408|NEWINC|x
D|71214|04428828|296545727|MzEzNzk4MDc5MGFkaXF6a2N4|2015-12-29|Annual Accounts|Full accounts made up to 2015-03-31||Annual Accounts|https://opencorporates.com/statements/296545727|AA|x
D|71214|04428828|296545728|MzEzNDc2MzU2NGFkaXF6a2N4|2015-11-10|Appointment of director|Appointment of Paul Michael Booth as a director on 2015-11-09||Appointment of director|https://opencorporates.com/statements/296545728|AP01|x
D|71214|04428828|296545729|MzEzMjIxMTA4MWFkaXF6a2N4|2015-09-30|Filing dated 2015-09-30|Registration of charge 044288280005, created on 2015-09-17|||https://opencorporates.com/statements/296545729|MR01|x
D|71214|04428828|296545730|MzEzMTA4ODAwMWFkaXF6a2N4|2015-09-16|Appointment of director|Appointment of Paul Davis as a director on 2015-09-16||Appointment of director|https://opencorporates.com/statements/296545730|AP01|x
D|71214|04428828|296545731|MzEyOTc3NTQxNmFkaXF6a2N4|2015-08-26|Termination of appointment of director |Termination of appointment of John Stephen Halliday as a director on 2015-07-31||Termination of appointment of director |https://opencorporates.com/statements/296545731|TM01|x
D|71214|04428828|296545733|MzEyNzM2MDAyN2FkaXF6a2N4|2015-07-08|Filing dated 2015-07-08|Satisfaction of charge 2 in full|||https://opencorporates.com/statements/296545733|MR04|x
D|71214|04428828|296545734|MzEyNzM2MDE1OGFkaXF6a2N4|2015-07-08|Filing dated 2015-07-08|Satisfaction of charge 044288280003 in full|||https://opencorporates.com/statements/296545734|MR04|x
D|71214|04428828|296545735|MzEyNjE0NDY0MmFkaXF6a2N4|2015-06-22|Filing dated 2015-06-22|Registration of charge 044288280004, created on 2015-06-17|||https://opencorporates.com/statements/296545735|MR01|x
D|71214|04428828|296545736|QTQ3VFAyNFlhZGlxemtjeA|2015-06-01|Filing dated 2015-06-01|Resolutions|||https://opencorporates.com/statements/296545736|RESOLUTIONS|x
D|71214|04428828|296545737|MzEyNDA5MDI2NWFkaXF6a2N4|2015-05-28|Annual Return|Annual return made up to 2015-05-01 with full list of shareholders||Annual Return|https://opencorporates.com/statements/296545737|AR01|x
D|71214|04428828|296545738|MzExODk3MzczNmFkaXF6a2N4|2015-03-04|Filing dated 2015-03-04|Registration of charge 044288280003, created on 2015-02-25|||https://opencorporates.com/statements/296545738|MR01|x
D|71214|04428828|296545740|MzExNDIwNTk1M2FkaXF6a2N4|2015-01-07|Annual Accounts|Full accounts made up to 2014-03-31||Annual Accounts|https://opencorporates.com/statements/296545740|AA|x
D|71214|04428828|296545742|MzA5OTY3ODMxNGFkaXF6a2N4|2014-05-08|Annual Return|Annual return made up to 2014-05-01 with full list of shareholders||Annual Return|https://opencorporates.com/statements/296545742|AR01|x
D|71214|04428828|296545743|MzA5MDc5Mzc2OGFkaXF6a2N4|2013-12-16|Annual Accounts|Full accounts made up to 2013-03-31||Annual Accounts|https://opencorporates.com/statements/296545743|AA|x
D|71214|04428828|296545744|MzA3ODU5NDY0OWFkaXF6a2N4|2013-05-24|Annual Return|Annual return made up to 2013-05-01 with full list of shareholders||Annual Return|https://opencorporates.com/statements/296545744|AR01|x
D|71214|04428828|296545745|MzA3NzcxNTY2NmFkaXF6a2N4|2013-05-02|Filing dated 2013-05-02|Satisfaction of charge 1 in full|||https://opencorporates.com/statements/296545745|MR04|x
D|71214|04428828|296545746|MzA2OTU4ODc5N2FkaXF6a2N4|2012-12-18|Annual Accounts|Full accounts made up to 2012-03-31||Annual Accounts|https://opencorporates.com/statements/296545746|AA|x
D|71214|04428828|296545747|MzA1Nzk3NDUyOGFkaXF6a2N4|2012-05-23|Change of director's details|Director's details changed for Andrew Butler on 2012-05-01||Change of director's details|https://opencorporates.com/statements/296545747|CH01|x
D|71214|04428828|296545748|MzA1NzU3MjQwMGFkaXF6a2N4|2012-05-16|Annual Return|Annual return made up to 2012-05-01 with full list of shareholders||Annual Return|https://opencorporates.com/statements/296545748|AR01|x
D|71214|04428828|296545749|MzA0ODk4NjA2MGFkaXF6a2N4|2011-12-14|Annual Accounts|Full accounts made up to 2011-03-31||Annual Accounts|https://opencorporates.com/statements/296545749|AA|x
D|71214|04428828|296545750|MzAzNzU2NTQ2M2FkaXF6a2N4|2011-05-23|Annual Return|Annual return made up to 2011-05-01 with full list of shareholders||Annual Return|https://opencorporates.com/statements/296545750|AR01|x
D|71214|04428828|296545751|MzAyOTQ2Mzc4N2FkaXF6a2N4|2010-12-29|Termination of appointment of director |Termination of appointment of Stephen Brook as a director||Termination of appointment of director |https://opencorporates.com/statements/296545751|TM01|x
D|71214|04428828|296545753|MzAyODcwOTM3OWFkaXF6a2N4|2010-12-13|Annual Accounts|Full accounts made up to 2010-03-31||Annual Accounts|https://opencorporates.com/statements/296545753|AA|x
D|71214|04428828|296545754|MzAxNzUxNjQ4NGFkaXF6a2N4|2010-06-14|Termination of appointment of director |Termination of appointment of Marko Ivanovic as a director||Termination of appointment of director |https://opencorporates.com/statements/296545754|TM01|x
D|71214|04428828|296545755|MzAxNjE3Njg4OWFkaXF6a2N4|2010-05-25|Annual Return|Annual return made up to 2010-05-01 with full list of shareholders||Annual Return|https://opencorporates.com/statements/296545755|AR01|x
D|71214|04428828|296545756|MzAxMDQ4NTMyOGFkaXF6a2N4|2010-03-02|Annual Accounts|Full accounts made up to 2009-03-31||Annual Accounts|https://opencorporates.com/statements/296545756|AA|x
D|71214|04428828|296545757|MjAzMzkwNTQwMGFkaXF6a2N4|2009-05-28|Filing dated 2009-05-28|Return made up to 01/05/09; full list of members|||https://opencorporates.com/statements/296545757|363a|x
D|71214|04428828|296545758|MjAyNDMzODg2NWFkaXF6a2N4|2009-01-27|Annual Accounts|Full accounts made up to 2008-03-31||Annual Accounts|https://opencorporates.com/statements/296545758|AA|x
D|71214|04428828|296545759|MjAwNTk2ODM3M2FkaXF6a2N4|2008-05-23|Filing dated 2008-05-23|Return made up to 01/05/08; full list of members|||https://opencorporates.com/statements/296545759|363a|x
D|71214|04428828|296545760|MDE5MjEwMTA3MGFkaXF6a2N4|2008-02-14|Filing dated 2008-02-14|Director resigned|||https://opencorporates.com/statements/296545760|288b|x
D|145997|04176633|273916574|MzEzMzU4NDg2NmFkaXF6a2N4|2015-10-22|Filing dated 2015-10-22|Satisfaction of charge 1 in full|||https://opencorporates.com/statements/273916574|MR04|x
D|145997|04176633|273916573|MzEzMzU4NTE4M2FkaXF6a2N4|2015-10-22|Annual Accounts|Total exemption small company accounts made up to 2015-03-31||Annual Accounts|https://opencorporates.com/statements/273916573|AA|x
D|145997|04176633|273916576|MzEzMzEyMTA1MmFkaXF6a2N4|2015-10-15|Change of location of the company records to the single alternative inspection location (SAIL)|Register(s) moved to registered inspection location Portland House 13 Station Road Kettering Northants NN15 7HH||Change of location of the company records to the single alternative inspection location (SAIL)|https://opencorporates.com/statements/273916576|AD03|x
D|145997|04176633|130041882|MzExOTczNjgyM2FkaXF6a2N4|2015-03-23|Annual Return|Annual return made up to 2015-03-09 with full list of shareholders||Annual Return|https://opencorporates.com/statements/130041882|AR01|x
D|145997|04176633|273916580|MzExOTczNjgyM2FkaXF6a2N4|2015-03-23|Annual Return|Annual return made up to 2015-03-09 with full list of shareholders||Annual Return|https://opencorporates.com/statements/273916580|AR01|x
D|145997|04176633|130041886|MzEwNzgxMzM1OWFkaXF6a2N4|2014-09-22|Annual Accounts|Total exemption small company accounts made up to 2014-03-31||Annual Accounts|https://opencorporates.com/statements/130041886|AA|x
D|145997|04176633|273916583|MzEwNzgxMzM1OWFkaXF6a2N4|2014-09-22|Annual Accounts|Total exemption small company accounts made up to 2014-03-31||Annual Accounts|https://opencorporates.com/statements/273916583|AA|x
D|145997|04176633|273916585|MzA5NjgwNTQyMGFkaXF6a2N4|2014-03-24|Annual Return|Annual return made up to 2014-03-09 with full list of shareholders||Annual Return|https://opencorporates.com/statements/273916585|AR01|x
D|145997|04176633|130041890|MzA5NjgwNTQyMGFkaXF6a2N4|2014-03-24|Annual Return|Annual return made up to 2014-03-09 with full list of shareholders||Annual Return|https://opencorporates.com/statements/130041890|AR01|x
D|145997|04176633|130041893|MzA4MzYzODgyMWFkaXF6a2N4|2013-08-21|Annual Accounts|Total exemption small company accounts made up to 2013-03-31||Annual Accounts|https://opencorporates.com/statements/130041893|AA|x
D|145997|04176633|273916586|MzA4MzYzODgyMWFkaXF6a2N4|2013-08-21|Annual Accounts|Total exemption small company accounts made up to 2013-03-31||Annual Accounts|https://opencorporates.com/statements/273916586|AA|x
D|145997|04176633|130041896|MzA3NDc5OTgzNmFkaXF6a2N4|2013-03-20|Annual Return|Annual return made up to 2013-03-09 with full list of shareholders||Annual Return|https://opencorporates.com/statements/130041896|AR01|x
D|145997|04176633|273916587|MzA3NDc5OTgzNmFkaXF6a2N4|2013-03-20|Annual Return|Annual return made up to 2013-03-09 with full list of shareholders||Annual Return|https://opencorporates.com/statements/273916587|AR01|x
D|145997|04176633|273916588|MzA2NzI0NzEzN2FkaXF6a2N4|2012-11-09|Annual Accounts|Total exemption small company accounts made up to 2012-03-31||Annual Accounts|https://opencorporates.com/statements/273916588|AA|x
D|145997|04176633|130041899|MzA2NzI0NzEzN2FkaXF6a2N4|2012-11-09|Annual Accounts|Total exemption small company accounts made up to 2012-03-31||Annual Accounts|https://opencorporates.com/statements/130041899|AA|x
D|145997|04176633|273916591|MzA1NTc4NjcxM2FkaXF6a2N4|2012-04-13|Annual Return|Annual return made up to 2012-03-09 with full list of shareholders||Annual Return|https://opencorporates.com/statements/273916591|AR01|x
D|145997|04176633|130041901|MzA1NTc4NjcxM2FkaXF6a2N4|2012-04-13|Annual Return|Annual return made up to 2012-03-09 with full list of shareholders||Annual Return|https://opencorporates.com/statements/130041901|AR01|x
D|145997|04176633|273916592|MzA0Mzc3MDAxN2FkaXF6a2N4|2011-09-14|Annual Accounts|Total exemption small company accounts made up to 2011-03-31||Annual Accounts|https://opencorporates.com/statements/273916592|AA|x
D|145997|04176633|130041905|MzA0Mzc3MDAxN2FkaXF6a2N4|2011-09-14|Annual Accounts|Total exemption small company accounts made up to 2011-03-31||Annual Accounts|https://opencorporates.com/statements/130041905|AA|x
D|145997|04176633|273916593|MzAzODU4MDEwOGFkaXF6a2N4|2011-06-09|Annual Return|Annual return made up to 2011-03-09 with full list of shareholders||Annual Return|https://opencorporates.com/statements/273916593|AR01|x
D|145997|04176633|130041908|MzAzODU4MDEwOGFkaXF6a2N4|2011-06-09|Annual Return|Annual return made up to 2011-03-09 with full list of shareholders||Annual Return|https://opencorporates.com/statements/130041908|AR01|x
D|145997|04176633|273916598|MzAzMTIwNDg3OWFkaXF6a2N4|2011-01-27|Filing dated 2011-01-27|Change of name notice|||https://opencorporates.com/statements/273916598|CONNOT|x
D|145997|04176633|273916596|MzAzMTIwNTQwN2FkaXF6a2N4|2011-01-27|Certificate of Incorporation on Change of Name|Certificate of change of name||Certificate of Incorporation on Change of Name|https://opencorporates.com/statements/273916596|CERTNM|x
D|145997|04176633|130041910|MzAzMTIwNTQwN2FkaXF6a2N4|2011-01-27|Certificate of Incorporation on Change of Name|Certificate of change of name||Certificate of Incorporation on Change of Name|https://opencorporates.com/statements/130041910|CERTNM|x
D|145997|04176633|130041923|MzAzMTIwNDg3OWFkaXF6a2N4|2011-01-27|Filing dated 2011-01-27|Change of name notice|||https://opencorporates.com/statements/130041923|CONNOT|x
D|145997|04176633|273916603|MzAzMDU5NTM0MWFkaXF6a2N4|2011-01-18|Filing dated 2011-01-18|Change of name notice|||https://opencorporates.com/statements/273916603|CONNOT|x
D|145997|04176633|273916600|MzAzMDU5NTU3M2FkaXF6a2N4|2011-01-18|Certificate of Incorporation on Change of Name|Certificate of change of name||Certificate of Incorporation on Change of Name|https://opencorporates.com/statements/273916600|CERTNM|x
D|145997|04176633|130041930|MzAzMDU5NTM0MWFkaXF6a2N4|2011-01-18|Filing dated 2011-01-18|Change of name notice|||https://opencorporates.com/statements/130041930|CONNOT|x
D|145997|04176633|130041926|MzAzMDU5NTU3M2FkaXF6a2N4|2011-01-18|Certificate of Incorporation on Change of Name|Certificate of change of name||Certificate of Incorporation on Change of Name|https://opencorporates.com/statements/130041926|CERTNM|x
D|145997|04176633|273916605|MzAyMDU4OTg0OWFkaXF6a2N4|2010-08-02|Annual Accounts|Total exemption small company accounts made up to 2010-03-31||Annual Accounts|https://opencorporates.com/statements/273916605|AA|x
D|Redacted|08446829|308987247|MzEzODIzNTE4MmFkaXF6a2N4|2015-12-23|Annual Accounts|Total exemption small company accounts made up to 2015-03-31||Annual Accounts|https://opencorporates.com/statements/308987247|AA|x
D|Redacted|08446829|308987249|MzExOTcwMzcwM2FkaXF6a2N4|2015-03-23|Annual Return|Annual return made up to 2015-03-15 with full list of shareholders||Annual Return|https://opencorporates.com/statements/308987249|AR01|x
D|Redacted|08446829|308987251|MzExMzUwMjU0NWFkaXF6a2N4|2014-12-15|Annual Accounts|Total exemption small company accounts made up to 2014-03-31||Annual Accounts|https://opencorporates.com/statements/308987251|AA|x
D|Redacted|08446829|308987253|MzA5ODA0NjIwOGFkaXF6a2N4|2014-04-10|Annual Return|Annual return made up to 2014-03-15 with full list of shareholders||Annual Return|https://opencorporates.com/statements/308987253|AR01|x
D|Redacted|08446829|308987256|MzA3NDUzMDI2OGFkaXF6a2N4|2013-03-15|Filing dated 2013-03-15|Incorporation|||https://opencorporates.com/statements/308987256|NEWINC|x
D|1226759|01046019|282848701|MzEzMjY5NDQ1M2FkaXF6a2N4|2015-10-08|Filing dated 2015-10-08|Auditor's resignation|||https://opencorporates.com/statements/282848701|AUD|x
D|1226759|01046019|282848702|MzEzMTc3MjY2M2FkaXF6a2N4|2015-09-25|Filing dated 2015-09-25|Auditor's resignation|||https://opencorporates.com/statements/282848702|AUD|x
D|1226759|01046019|122814804|MzEzMTc3MjY2M2FkaXF6a2N4|2015-09-25|Filing dated 2015-09-25|Auditor's resignation|||https://opencorporates.com/statements/122814804|AUD|x
D|1226759|01046019|282848703|MzEyNDM2ODU1N2FkaXF6a2N4|2015-06-02|Appointment of director|Appointment of Mr Julian Mark Hartley as a director on 2015-05-19||Appointment of director|https://opencorporates.com/statements/282848703|AP01|x
D|1226759|01046019|282848705|MzEyNDM2ODMwMWFkaXF6a2N4|2015-06-02|Appointment of director|Appointment of Mrs Deborah Jane Taylor as a director on 2015-05-19||Appointment of director|https://opencorporates.com/statements/282848705|AP01|x
D|1226759|01046019|122814809|MzEyNDM2ODMwMWFkaXF6a2N4|2015-06-02|Appointment of director|Appointment of Mrs Deborah Jane Taylor as a director on 2015-05-19||Appointment of director|https://opencorporates.com/statements/122814809|AP01|x
D|1226759|01046019|122814807|MzEyNDM2ODU1N2FkaXF6a2N4|2015-06-02|Appointment of director|Appointment of Mr Julian Mark Hartley as a director on 2015-05-19||Appointment of director|https://opencorporates.com/statements/122814807|AP01|x
D|1226759|01046019|109828820|MzEyNDM2ODU1N2FkaXF6a2N4|2015-06-02|Appointment of director|Appointment of Mr Julian Mark Hartley as a director on 2015-05-19||Appointment of director|https://opencorporates.com/statements/109828820|AP01|x
D|1226759|01046019|109828821|MzEyNDM2ODMwMWFkaXF6a2N4|2015-06-02|Appointment of director|Appointment of Mrs Deborah Jane Taylor as a director on 2015-05-19||Appointment of director|https://opencorporates.com/statements/109828821|AP01|x
D|1226759|01046019|109828822|MzEyNDM2ODE0OWFkaXF6a2N4|2015-06-02|Termination of appointment of director |Termination of appointment of Giovanni Nicholas Grosso as a director on 2015-05-19||Termination of appointment of director |https://opencorporates.com/statements/109828822|TM01|x
D|1226759|01046019|122814811|MzEyNDM2ODE0OWFkaXF6a2N4|2015-06-02|Termination of appointment of director |Termination of appointment of Giovanni Nicholas Grosso as a director on 2015-05-19||Termination of appointment of director |https://opencorporates.com/statements/122814811|TM01|x
D|1226759|01046019|282848706|MzEyNDM2ODE0OWFkaXF6a2N4|2015-06-02|Termination of appointment of director |Termination of appointment of Giovanni Nicholas Grosso as a director on 2015-05-19||Termination of appointment of director |https://opencorporates.com/statements/282848706|TM01|x
D|1226759|01046019|282848707|MzEyMjk4NTM4MGFkaXF6a2N4|2015-05-12|Annual Return|Annual return made up to 2015-04-10 with full list of shareholders||Annual Return|https://opencorporates.com/statements/282848707|AR01|x
D|1226759|01046019|122814813|MzEyMjk4NTM4MGFkaXF6a2N4|2015-05-12|Annual Return|Annual return made up to 2015-04-10 with full list of shareholders||Annual Return|https://opencorporates.com/statements/122814813|AR01|x
D|1226759|01046019|109828823|MzEyMjk4NTM4MGFkaXF6a2N4|2015-05-12|Annual Return|Annual return made up to 2015-04-10 with full list of shareholders||Annual Return|https://opencorporates.com/statements/109828823|AR01|x
D|1226759|01046019|282848708|MzEyMTAyNzk0MWFkaXF6a2N4|2015-04-16|Annual Accounts|Full accounts made up to 2014-12-31||Annual Accounts|https://opencorporates.com/statements/282848708|AA|x
D|1226759|01046019|122814814|MzEyMTAyNzk0MWFkaXF6a2N4|2015-04-16|Annual Accounts|Full accounts made up to 2014-12-31||Annual Accounts|https://opencorporates.com/statements/122814814|AA|x
D|1226759|01046019|109828824|MzEyMTAyNzk0MWFkaXF6a2N4|2015-04-16|Annual Accounts|Full accounts made up to 2014-12-31||Annual Accounts|https://opencorporates.com/statements/109828824|AA|x
D|1226759|01046019|109828826|MzEwODEyODU4NGFkaXF6a2N4|2014-09-24|Termination of appointment of director |Termination of appointment of Douglas James Greenwell as a director on 2014-08-06||Termination of appointment of director |https://opencorporates.com/statements/109828826|TM01|x
